Latitude,Longitude,City Name,Country,Temperature,Wind Speed,Humidity,Cloudiness,URL
-20.7657,154.4105,yeppoon,au,76.99,22.84,100,moderate rain,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-20.7657&lon=154.4105
64.7881,116.5516,nyurba,ru,17.68,8.75,48,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=64.7881&lon=116.5516
1.658,130.221,sorong,id,85.63,13.33,98,few clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=1.658&lon=130.221
4.5119,144.5971,lorengau,pg,84.91,13.22,99,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=4.5119&lon=144.5971
54.3497,137.0245,chumikan,ru,26.86,18.03,88,overcast clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=54.3497&lon=137.0245
-70.9499,171.0247,bluff,nz,15.16,54.6,100,scattered clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-70.9499&lon=171.0247
64.4226,-102.4143,flin flon,ca,-14.81,10.2,66,scattered clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=64.4226&lon=-102.4143
2.9747,11.6315,mvangue,cm,69.34,2.93,96,overcast clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=2.9747&lon=11.6315
39.6753,70.0859,vorukh,tj,55.4,8.95,66,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=39.6753&lon=70.0859
54.3721,143.5361,okha,ru,22.36,9.64,100,overcast clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=54.3721&lon=143.5361
-4.4226,110.2852,mlonggo,id,84.19,9.64,100,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-4.4226&lon=110.2852
-44.7771,-160.0905,avarua,ck,57.73,29.1,97,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-44.7771&lon=-160.0905
46.0289,93.0643,hami,cn,24.07,2.15,67,few clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=46.0289&lon=93.0643
-7.5164,162.0155,auki,sb,84.19,8.75,100,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-7.5164&lon=162.0155
81.5211,-66.5956,narsaq,gl,-26.69,4.16,81,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=81.5211&lon=-66.5956
-3.7546,-67.416,santo antonio do ica,br,74.47,2.15,93,few clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-3.7546&lon=-67.416
-1.7923,-76.7711,palora,ec,70.87,2.59,99,light rain,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-1.7923&lon=-76.7711
56.8879,-89.4969,sioux lookout,ca,1.03,12.44,82,scattered clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=56.8879&lon=-89.4969
8.327,-89.7044,santa cruz,cr,81.13,10.98,100,few clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=8.327&lon=-89.7044
64.0957,-131.9889,mayo,ca,2.47,3.83,73,few clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=64.0957&lon=-131.9889
-4.9973,127.0491,ambon,id,83.29,11.54,100,scattered clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-4.9973&lon=127.0491
-1.8843,174.5251,utiroa,ki,83.38,14,100,overcast clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-1.8843&lon=174.5251
84.0826,92.6405,talnakh,ru,-10.31,1.81,72,scattered clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=84.0826&lon=92.6405
17.8385,-157.9912,lahaina,us,76.9,8.75,100,overcast clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=17.8385&lon=-157.9912
14.4229,-36.3739,porto novo,cv,73.3,17.25,100,scattered clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=14.4229&lon=-36.3739
45.927,36.242,novyy svit,ua,42.61,8.52,84,overcast clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=45.927&lon=36.242
73.1465,116.3586,saskylakh,ru,9.67,6.73,89,scattered clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=73.1465&lon=116.3586
-50.8402,-33.4756,chuy,uy,42.34,23.29,94,light rain,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-50.8402&lon=-33.4756
-47.9963,-9.226,cape town,za,45.04,25.52,89,light rain,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-47.9963&lon=-9.226
12.7739,126.0671,alugan,ph,82.66,11.88,100,scattered clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=12.7739&lon=126.0671
35.0395,-133.7826,fortuna,us,56.56,8.75,100,few clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=35.0395&lon=-133.7826
-44.5222,170.2438,ranfurly,nz,62.59,11.65,56,scattered clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-44.5222&lon=170.2438
23.2253,0.6758,tessalit,ml,72.4,11.21,34,scattered clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=23.2253&lon=0.6758
60.0116,82.2466,parabel,ru,19.93,6.96,75,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=60.0116&lon=82.2466
34.6969,112.6064,luoyang,cn,85,5.06,36,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=34.6969&lon=112.6064
61.8779,-1.3353,brae,gb,39.37,14.56,100,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=61.8779&lon=-1.3353
-29.4927,-50.8556,tres coroas,br,69.8,10.29,100,mist,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-29.4927&lon=-50.8556
4.4271,99.3015,belawan,id,81.13,9.53,100,scattered clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=4.4271&lon=99.3015
55.8047,69.2874,novoseleznevo,ru,30.91,9.75,98,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=55.8047&lon=69.2874
5.1771,107.6621,pemangkat,id,81.94,10.87,100,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=5.1771&lon=107.6621
26.269,-7.0227,tiznit,ma,62.59,4.16,39,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=26.269&lon=-7.0227
62.1664,-55.4465,maniitsoq,gl,36.31,25.86,86,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=62.1664&lon=-55.4465
6.2556,-42.3325,carutapera,br,78.61,16.35,100,overcast clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=6.2556&lon=-42.3325
-27.3758,63.4547,mahebourg,mu,75.73,13.78,100,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-27.3758&lon=63.4547
-40.0361,154.611,batemans bay,au,65.56,25.97,97,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-40.0361&lon=154.611
49.0237,148.9928,vostok,ru,31.54,22.28,96,overcast clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=49.0237&lon=148.9928
4.2574,-57.6495,ituni,gy,79.78,6.4,79,scattered clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=4.2574&lon=-57.6495
62.3915,73.505,surgut,ru,23.44,8.75,99,few clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=62.3915&lon=73.505
31.3733,110.7068,yichang,cn,73.75,2.37,51,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=31.3733&lon=110.7068
15.2856,9.2747,tanout,ne,62.59,6.17,24,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=15.2856&lon=9.2747
22.2713,108.697,qinzhou,cn,86,6.71,45,few clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=22.2713&lon=108.697
-9.0264,-19.45,georgetown,sh,78.97,12.77,100,overcast clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-9.0264&lon=-19.45
38.6497,132.6575,sakaiminato,jp,52.69,16.13,87,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=38.6497&lon=132.6575
21.3285,-35.3124,ponta do sol,cv,69.16,15.01,100,overcast clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=21.3285&lon=-35.3124
-52.4977,-42.8319,mar del plata,ar,42.79,23.06,92,light rain,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-52.4977&lon=-42.8319
43.3837,2.9452,narbonne,fr,49.06,16.11,81,overcast clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=43.3837&lon=2.9452
-31.4677,97.0423,geraldton,au,64.75,3.94,100,light rain,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-31.4677&lon=97.0423
58.8121,154.0498,talaya,ru,29.83,13.67,100,overcast clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=58.8121&lon=154.0498
-3.142,31.1889,kakonko,tz,66.64,4.5,99,few clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-3.142&lon=31.1889
-31.0625,-21.5252,vila velha,br,72.22,2.71,100,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-31.0625&lon=-21.5252
63.7557,152.896,seymchan,ru,26.59,3.6,97,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=63.7557&lon=152.896
-40.9502,136.4721,mount gambier,au,58.99,23.29,100,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-40.9502&lon=136.4721
1.6617,-46.3369,salinopolis,br,80.14,14.67,100,overcast clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=1.6617&lon=-46.3369
3.7923,-72.1624,puerto gaitan,co,73.21,4.72,94,scattered clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=3.7923&lon=-72.1624
66.4167,-29.4373,olafsvik,is,28.57,20.83,100,few clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=66.4167&lon=-29.4373
53.8865,96.5037,toora-khem,ru,7.42,4.38,57,scattered clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=53.8865&lon=96.5037
66.4003,-74.8582,iqaluit,ca,4.9,15.23,86,overcast clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=66.4003&lon=-74.8582
59.581,161.4411,palana,ru,28.3,8.97,87,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=59.581&lon=161.4411
24.3351,88.7224,rajshahi,bd,87.43,4.61,74,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=24.3351&lon=88.7224
24.5043,90.4822,gafargaon,bd,88.87,2.37,73,few clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=24.5043&lon=90.4822
-13.2429,12.907,benguela,ao,70.24,3.71,98,moderate rain,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-13.2429&lon=12.907
22.9881,-75.2875,clarence town,bs,75.73,13.67,100,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=22.9881&lon=-75.2875
40.6516,-39.3714,ribeira grande,pt,57.55,20.71,100,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=40.6516&lon=-39.3714
70.8364,-176.9252,mys shmidta,ru,17.59,4.16,76,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=70.8364&lon=-176.9252
26.5612,-110.1285,etchoropo,mx,68.62,8.19,91,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=26.5612&lon=-110.1285
-41.4327,-89.1445,ancud,cl,61.33,27.09,92,light rain,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-41.4327&lon=-89.1445
69.5708,26.0071,karasjok,no,26.6,8.05,73,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=69.5708&lon=26.0071
-26.6166,-92.1078,marcona,pe,70.96,18.81,100,light rain,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-26.6166&lon=-92.1078
48.8849,-16.2794,dingle,ie,53.41,14,99,light rain,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=48.8849&lon=-16.2794
-29.145,47.0893,ambovombe,mg,77.35,12.77,100,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-29.145&lon=47.0893
-36.7145,64.9427,souillac,mu,61.69,7.52,100,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-36.7145&lon=64.9427
-25.993,173.2565,vao,nc,77.53,26.08,100,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-25.993&lon=173.2565
-11.4031,-60.5264,pimenta bueno,br,71.59,2.04,97,few clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-11.4031&lon=-60.5264
-21.1584,18.9217,gobabis,na,63.76,10.42,80,few clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-21.1584&lon=18.9217
12.0466,-86.5815,nagarote,ni,78.8,9.17,69,few clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=12.0466&lon=-86.5815
-41.4798,157.6406,ulladulla,au,65.29,25.08,94,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-41.4798&lon=157.6406
-44.4029,163.9118,te anau,nz,61.15,26.53,95,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-44.4029&lon=163.9118
-28.4277,26.4018,brandfort,za,61.15,7.85,96,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-28.4277&lon=26.4018
40.4992,-97.7148,hastings,us,21.2,11.32,92,overcast clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=40.4992&lon=-97.7148
76.2257,-7.5671,klaksvik,fo,6.52,18.7,97,scattered clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=76.2257&lon=-7.5671
51.9674,-24.4868,grindavik,is,49.72,17.69,100,moderate rain,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=51.9674&lon=-24.4868
36.4964,26.7483,kefalos,gr,60.8,11.41,48,few clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=36.4964&lon=26.7483
43.692,101.0222,hovd,mn,54.22,5.95,23,overcast clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=43.692&lon=101.0222
-39.3811,-61.2124,punta alta,ar,63.31,15.23,100,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-39.3811&lon=-61.2124
39.1485,61.0709,seydi,tm,52.42,5.73,90,few clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=39.1485&lon=61.0709
42.7081,74.22,georgiyevka,kz,35.41,1.7,95,few clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=42.7081&lon=74.22
5.4317,57.8051,bandarbeyla,so,82.75,8.19,100,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=5.4317&lon=57.8051
72.153,141.7296,deputatskiy,ru,9.04,12.1,86,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=72.153&lon=141.7296
72.1402,-137.8511,aklavik,ca,11.56,29.1,98,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=72.1402&lon=-137.8511
-9.989,-37.2489,porto da folha,br,71.32,4.38,90,few clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-9.989&lon=-37.2489
87.0886,171.0833,pevek,ru,-10.85,10.87,74,scattered clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=87.0886&lon=171.0833
-4.3826,-167.0083,samalaeulu,ws,81.04,10.87,100,overcast clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-4.3826&lon=-167.0083
13.7863,7.1757,tibiri,ne,75.2,11.41,10,dust,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=13.7863&lon=7.1757
84.6832,162.2713,cherskiy,ru,-3.83,4.83,79,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=84.6832&lon=162.2713
-27.9041,162.8427,noumea,nc,75.46,18.03,100,few clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-27.9041&lon=162.8427
30.0208,-112.9308,caborca,mx,63.85,6.06,68,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=30.0208&lon=-112.9308
-20.7698,-150.2191,moerai,pf,81.49,6.73,100,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-20.7698&lon=-150.2191
46.5247,59.3879,emba,kz,43.06,8.75,69,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=46.5247&lon=59.3879
24.1591,-82.9723,cabanas,cu,75.37,14,100,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=24.1591&lon=-82.9723
75.6031,132.3072,tiksi,ru,-0.23,23.29,88,scattered clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=75.6031&lon=132.3072
67.9017,65.7292,kharp,ru,-3.29,3.15,72,few clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=67.9017&lon=65.7292
54.3121,-130.3483,prince rupert,ca,33.8,6.93,86,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=54.3121&lon=-130.3483
46.4924,-13.4486,muros,es,52.33,18.25,100,light rain,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=46.4924&lon=-13.4486
58.8807,139.9928,solnechnyy,ru,28.57,9.42,65,scattered clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=58.8807&lon=139.9928
20.4487,98.8025,mae sai,th,80.32,2.59,67,light rain,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=20.4487&lon=98.8025
20.8216,-55.0751,codrington,ag,74.38,13.67,100,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=20.8216&lon=-55.0751
35.0018,-61.2777,saint george,bm,64.84,1.14,100,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=35.0018&lon=-61.2777
-4.5645,-74.2865,requena,pe,73.03,2.59,96,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-4.5645&lon=-74.2865
5.7607,-13.47,bonthe,sl,80.23,10.31,100,few clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=5.7607&lon=-13.47
-35.1357,-58.0465,la plata,ar,62.6,4.7,93,broken clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-35.1357&lon=-58.0465
58.2306,46.5265,ponazyrevo,ru,30.01,8.3,87,scattered clouds,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=58.2306&lon=46.5265
0.6481,69.3396,thinadhoo,mv,85.36,5.17,100,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=0.6481&lon=69.3396
23.3729,7.6619,gat,ly,50.26,5.17,60,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=23.3729&lon=7.6619
-6.2288,13.603,matadi,cd,76.54,2.71,97,light rain,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=-6.2288&lon=13.603
33.4264,-110.3467,safford,us,48.37,2.37,53,clear sky,http://api.openweathermap.org/data/2.5/weather?appid=ce062735e8cfa1f84a544a629087cf4f&units=imperial&lat=33.4264&lon=-110.3467
